Date,Equal_Weight,60_40_Stock_Bond,SPY_Only
2016-03-01 00:00:00-05:00,100.0,100.0,100.0
2016-03-02 00:00:00-05:00,100.49271795536399,100.43071265243793,100.44927801355831
2016-03-03 00:00:00-05:00,100.53981255922729,100.30435483692776,100.84299379209709
2016-03-04 00:00:00-05:00,100.31310334065347,99.96368265529019,101.17105089415303
2016-03-07 00:00:00-05:00,99.87242933807354,99.48604158908498,101.25181333815344
2016-03-08 00:00:00-05:00,99.55829303187342,99.54812104715285,100.1463847696589
2016-03-09 00:00:00-05:00,99.88036582075722,99.81052684750361,100.64104678741863
2016-03-10 00:00:00-05:00,99.79218815299376,99.38846263795055,100.72182740683122
2016-03-11 00:00:00-05:00,100.50667752614059,100.03429178145957,102.34718181600901
2016-03-14 00:00:00-04:00,100.42324555160467,100.23161423354667,102.21594625239811
2016-03-15 00:00:00-04:00,100.46749542441218,100.28342227592256,102.04936859981258
2016-03-16 00:00:00-04:00,101.87428530935969,101.28632755154044,102.63994226762075
2016-03-17 00:00:00-04:00,101.9311563474988,101.49981107253414,103.29111275962099
2016-03-18 00:00:00-04:00,102.1622885303494,101.80196584704716,103.69698788890496
2016-03-21 00:00:00-04:00,102.17120511243273,101.72181217271577,103.84417237669956
2016-03-22 00:00:00-04:00,102.2965450122743,101.7832656394995,103.78831024737914
2016-03-23 00:00:00-04:00,102.11153680834418,102.2512626340271,103.1033880149696
2016-03-24 00:00:00-04:00,102.17486186748755,102.35503910180373,103.05771320417337
2016-03-28 00:00:00-04:00,102.18536895535956,102.36245495278939,103.11860992266632
2016-03-29 00:00:00-04:00,103.7564488278791,103.76274815246073,104.07246464132594
2016-03-30 00:00:00-04:00,103.78102667204654,103.7293218010922,104.52907643369693
2016-03-31 00:00:00-04:00,103.90987021131755,103.95741843131088,104.27540220596792
2016-04-01 00:00:00-04:00,104.51183221394842,104.6613468207414,104.98569731377401
2016-04-04 00:00:00-04:00,104.07108530350119,104.38484618763586,104.64578984297985
2016-04-05 00:00:00-04:00,103.84931459610517,104.26646916269253,103.6005673273156
2016-04-06 00:00:00-04:00,104.29313674793389,104.57393141564117,104.732023086045
2016-04-07 00:00:00-04:00,103.91044883113655,104.32730450353297,103.47880115344798
2016-04-08 00:00:00-04:00,103.90835673822909,104.18423942180446,103.75785734427963
2016-04-11 00:00:00-04:00,104.08767294182121,104.10139066518053,103.51433408425046
2016-04-12 00:00:00-04:00,104.36701148515763,104.17059244153768,104.47835794602209
2016-04-13 00:00:00-04:00,105.30034823428299,105.26711711805864,105.53369507856182
2016-04-14 00:00:00-04:00,105.02427406433954,105.11323444527409,105.53874784314652
2016-04-15 00:00:00-04:00,105.46120512319484,105.62282386658877,105.42208896010013
2016-04-18 00:00:00-04:00,105.75573524648397,105.7983653695917,106.16281879559357
2016-04-19 00:00:00-04:00,105.58747503638548,105.31626752172583,106.49770985262738
2016-04-20 00:00:00-04:00,105.15340819822103,104.7175698000941,106.59918317880141
2016-04-21 00:00:00-04:00,105.06345961831964,104.42182104416501,106.02584888944139
2016-04-22 00:00:00-04:00,103.20691736688818,102.89488579415408,106.02584888944139
2016-04-25 00:00:00-04:00,103.35085134723687,102.87329751463263,105.84314964625648
2016-04-26 00:00:00-04:00,103.07570905343657,102.44879382849483,106.00048510175094
2016-04-27 00:00:00-04:00,103.41778432657149,102.96637903724483,106.21865366179573
2016-04-28 00:00:00-04:00,102.58524932795285,102.03459488421362,105.25461162461193
2016-04-29 00:00:00-04:00,102.4525269319857,101.68321846576977,104.68635736295488
2016-05-02 00:00:00-04:00,103.00046806906754,101.96729161338828,105.51845499545294
2016-05-03 00:00:00-04:00,102.38246398488711,101.77250639421477,104.60013320759582
2016-05-04 00:00:00-04:00,101.80934035321593,101.49245152397452,104.01665703824204
2016-05-05 00:00:00-04:00,102.02151073797306,101.86988003062687,103.99635510284236
