portfolio,total_return,cagr,volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
Equal_Weight,8.370812831637627,0.2518863053357183,0.1777968263085729,1.3625373069245827,1.8231883038894374,-0.34204398997479,0.7364149428682648
60_40_Stock_Bond,5.0745442298696934,0.19857034091940085,0.16182003234222866,1.208107625367387,1.664306612710797,-0.3643772174290417,0.5449581681326444
SPY_Only,3.0936633515623484,0.15200690409805895,0.17879753957908423,0.8940118111533267,1.069381296848242,-0.3371727560591251,0.45082795500655365
